f000001,0.000,1.080,"The issue of rice."
f000002,1.080,18.440,"Vice-President Biden, you say that President Trump’s response to the violence in Charlottesville three years ago, when he talked about very fine people on both sides, was what directly led you to launch this run for president."
f000003,18.440,19.720,"Oh yeah, sure."
f000004,19.720,28.560,"President Trump, you have often said that you believe you will have done more for Black Americans than any president with the possible exception of Abraham Lincoln."
f000005,28.560,29.160,"That’s true."
f000006,29.160,38.880,"My question for the two of you, is why should voters trust you rather than your opponent to deal with the race issues facing this country over the next four years?"
f000007,38.880,41.680,"Vice President Biden, you go first."
f000008,41.680,43.880,"It’s about equity and equality."
f000009,43.880,45.400,"It’s about decency."
f000010,45.400,47.640,"It’s about the constitution."
f000011,47.640,55.320,"And we have never walked away from trying to require equity for everyone, equality for the whole of America."
f000012,55.320,60.240,"But we’ve never accomplished it, but we’ve never walked away from it like he has done."
f000013,60.240,74.320,"It is true, the reason I got in the race is when those people… Close your eyes, remember what those people look like coming out of the fields, carrying torches, their veins bulging, just spewing anti-Semitic bile and accompanied by the Ku Klux Klan."
f000014,74.320,77.560,"A young woman got killed and they asked the president what he thought."
f000015,77.560,83.360,"He said, “There were very fine people on both sides.” No president’s ever said anything like that."
f000016,83.360,83.360,"[crosstalk 00:27:10]."
f000017,83.360,84.560,"It is his-"
f000018,84.560,85.160,"Now-"
f000019,85.160,86.080,"… minute sir."
f000020,86.080,95.040,"… second point I’d make to you, is that when Floyd was killed, when Mr. Floyd was killed, there was a peaceful protest in front of the White House."
f000021,95.040,96.000,"What did he do?"
f000022,96.000,103.680,"He came out of his bunker, had the military use tear gas on them so he could walk across to a church and hold up a Bible."
f000023,103.680,105.600,"And then what happened after that?"
f000024,105.600,109.040,"The Bishop of that very church said that it was a disgrace."
f000025,109.040,115.280,"The general who was with him said all he ever wants to do is divide people, not unite people at all."
f000026,115.280,122.960,"This is a president who has used everything as a dog whistle, to try to generate racists hatred, racist division."
f000027,122.960,133.160,"This is a man who, in fact, you talk about helping African-Americans, one in 1000 African Americans has been killed because of the coronavirus."
f000028,133.160,138.520,"And if he doesn’t do something quickly, by the end of the year, one in 500 will have been killed."
f000029,138.520,142.840,"One in 500 African Americans."
f000030,142.840,145.440,"This man is as a savior of African-Americans?"
f000031,145.440,147.680,"This man cares at all?"
f000032,147.680,149.920,"This man’s done virtually nothing."
f000033,149.920,153.560,"Look, the fact is that you have to look at what he talks about."
f000034,153.560,155.480,"You have to look at what he did."
f000035,155.480,159.480,"And what he did has been disastrous for the African-American community."
f000036,159.480,160.040,"So-"
f000037,160.040,161.960,"President Trump, you have two minutes."
f000038,161.960,167.000,"Why should Americans trust you over your opponent to deal race issues?"
f000039,167.000,171.840,"You did a crime bill, 1994, where you call them super predators."
f000040,171.840,175.080,"African-Americans are super predators and they’ve never forgotten it."
f000041,175.080,176.000,"They’ve never forgotten it."
f000042,176.000,176.600,"I’ve never said-"
f000043,176.600,177.120,"No, no, sir."
f000044,177.120,177.440,"It’s his two minutes."
f000045,177.440,190.160,"So you did that and they call you a super predator and I’m letting people out of jail now, that you have treated the African-American population community, you have treated the black community about as bad as anybody in this country."
f000046,190.160,199.520,"You did the 1990… And that’s why, if you look at the polls, I’m doing better than any Republican has done in a long time, because they saw what you did."
f000047,199.520,203.320,"You call them super predators, and you’ve called them worse than that."
f000048,203.320,207.200,"Because you look back at your testimony over the years, you’ve called them a lot worse than that."
f000049,207.200,217.240,"As far as the church is concerned and as far as the generals are concerned, we just got the support of 250 military leaders and generals, total support."
f000050,217.240,221.840,"Law enforcement, almost every law enforcement group in the United States."
f000051,221.840,222.600,"I have Florida."
f000052,222.600,223.880,"I have Texas."
f000053,223.880,225.440,"I have Ohio."
f000054,225.440,232.160,"I have every… Excuse me, Portland, the sheriff just came out today and he said, “I support President Trump.”"
f000055,232.160,233.880,"I don’t think you have any law enforcement."
f000056,233.880,235.920,"You can’t even say the word law enforcement."
f000057,235.920,240.000,"Because if you say those words, you’re going to lose all of your radical left supporters."
f000058,240.000,242.160,"And why aren’t you saying those words, Joe?"
f000059,242.160,243.960,"Why don’t you say the words law enforcement?"
f000060,243.960,245.280,"Because you know what?"
f000061,245.280,249.360,"If called us in Portland, we would put out that fire in a half an hour."
f000062,249.360,252.880,"But they won’t do it, because they’re run by radical left Democrats."
f000063,252.880,262.000,"If you look at Chicago, if you look at any place you want to look, Seattle, they heard we were coming in the following day and they put up their hands and we got back Seattle."
f000064,262.000,267.320,"Minneapolis, we got it back, Joe, because we believe in law and order, but you don’t."
f000065,267.320,274.880,"The top 10 cities and just about the top 40 cities are run by Democrats, and in many cases radical left."
f000066,274.880,280.760,"And they’ve got you wrapped around their finger, Joe, to a point where you don’t want to say anything about law and order."
f000067,280.760,287.040,"And I’ll tell you what, the people of this country want and demand law and order and you’re afraid to even say it."
f000068,287.040,288.040,"All right."
f000069,288.040,290.800,"I want to return to the question of race."
f000070,290.800,311.800,"Vice President Biden, after the grand jury in the Breonna Taylor case decided not to charge any of the police with homicide, you said it raises the question, “Whether justice could be equally applied in America.” Do you believe that there is a separate but unequal system of justice for Blacks in this country?"
f000071,311.800,312.920,"Yes, there is."
f000072,312.920,321.840,"There’s systemic injustice in this country, in education and work and in law enforcement and the way in which it’s enforced."
f000073,321.840,327.000,"But look, the vast majority of police officers are good, decent, honorable men and women."
f000074,327.000,331.000,"They risk their lives every day to take care of us, but there are some bad apples."
f000075,331.000,334.480,"And when they occur, when they find them, they have to be sorted out."
f000076,334.480,336.160,"They have to be held accountable."
f000077,336.160,337.920,"They have to be held accountable."
f000078,337.920,350.240,"And what I’m going to do as President of the United States is call together an entire group of people at the White House, everything from the civil rights groups, to the police officers, to the police chiefs, and we’re going to work this out."
f000079,350.240,351.520,"We’re going to work this out."
f000080,351.520,356.200,"So we changed the way in which we have more transparency, in when these things happen."
f000081,356.200,359.800,"These cops aren’t happy to see what happened to George Floyd."
f000082,359.800,364.160,"These cops aren’t happy to see what happened to Breonna Taylor."
f000083,364.160,373.640,"Most don’t like it, but we have to have a system where people are held accountable when… And by the way, violence in response is never appropriate, never appropriate."
f000084,373.640,376.720,"Peaceful protest is, violence is never appropriate."
f000085,376.720,377.360,"All right, Mr.-"
f000086,377.360,378.880,"What is peaceful protest?"
f000087,378.880,380.600,"When they run through the middle of the town-"
f000088,380.600,381.520,"President Trump-"
f000089,381.520,383.800,"… and burn down your stores and kill people all over the place- [crosstalk 00:32:14]."
f000090,383.800,385.240,"That is not peaceful protest."
f000091,385.240,387.560,"No it’s not, but you say it is."
f000092,387.560,390.000,"President Trump, I’d like to continue with the issue of race."
f000093,390.000,393.080,"I promise we’re going to get to the issue of law and order in a moment."
f000094,393.080,393.560,"Fine."
f000095,393.560,405.760,"This month, your administration directed federal agencies to end racial sensitivity training that addresses white privilege or critical race theory."
f000096,405.760,409.920,"Why did you decide to do that, to end racial sensitivity training?"
f000097,409.920,414.040,"And do you believe that there is systemic racism in this country, sir?"
f000098,414.040,416.160,"I ended it because it’s racist."
f000099,416.160,422.320,"I ended it because a lot of people were complaining that they were asked to do things that were absolutely insane."
f000100,422.320,431.440,"That it a radical revolution that was taking place in our military, in our schools, all over the place."
f000101,431.440,433.680,"And you know it, and so does everybody else."
f000102,433.680,434.400,"And he would know it- [crosstalk 00:33:02]"
f000103,434.400,437.600,"What is radical about racial sensitivity training?"
f000104,437.600,441.600,"If you were a certain person, you had no status in life."
f000105,441.600,442.880,"It was sort of a reversal."
f000106,442.880,450.800,"And if you look at the people, we were paying people hundreds of thousands of dollars to teach very bad ideas and frankly, very sick ideas."
f000107,450.800,455.960,"And really, they were teaching people to hate our country And I’m not going to do that."
f000108,455.960,458.320,"I’m not going to allow that to happen."
f000109,458.320,461.400,"We have to go back to the core values of this country."
f000110,461.400,465.800,"They were teaching people that our country is a horrible place."
f000111,465.800,466.680,"It’s a racist place."
f000112,466.680,469.480,"And they were teaching people to hate our country."
f000113,469.480,470.880,"And I’m not going to allow that to happen."
f000114,470.880,471.840,"Vice President Biden."
f000115,471.840,473.920,"Nobody’s doing that."
f000116,473.920,475.160,"He’s the racist."
f000117,475.160,477.120,"You just don’t know."
f000118,477.120,478.000,"Here’s the deal."
f000119,478.000,478.640,"I know a lot more about this- [crosstalk 00:15:43]."
f000120,478.640,480.640,"Let him finish."
f000121,480.640,483.320,"The fact is that there is racial insensitivity."
f000122,483.320,491.120,"People have to be made aware of what other people feel like, what insults them, what is demeaning to them."
f000123,491.120,493.320,"It’s important people know."
f000124,493.320,498.640,"Many people don’t want to hurt other people’s feelings, but it makes a big difference."
f000125,498.640,504.040,"It makes a gigantic difference in the way a child is able to grow up and have a sense of self-esteem."
f000126,504.040,509.320,"It’s a little bit like how this guy and his friends look down on so many people."
f000127,509.320,514.480,"They look down their nose on people like Irish Catholics, like me, who grow up in Scranton."
f000128,514.480,516.400,"They look down on people who don’t have money."
f000129,516.400,519.000,"They look down on people who are of a different faith."
f000130,519.000,521.680,"They looked down on people who are a different color."
f000131,521.680,523.560,"In fact, we’re all Americans."
f000132,523.560,527.120,"The only way we’re going to bring this country together is bring everybody together."
f000133,527.120,530.240,"There’s nothing we cannot do, if we do it together."
f000134,530.240,533.720,"We can take this on and we can defeat racism in American."
f000135,533.720,535.680,"Vice President… I mean, President Trump, sir."
f000136,535.680,540.240,"During the Obama-Biden administration, there was tremendous division."
f000137,540.240,541.720,"There was hatred."
f000138,541.720,547.360,"You look at Ferguson, you look at, or you go to very… Many places, look at Oakland."
f000139,547.360,548.680,"Look what happened in Oakland."
f000140,548.680,550.000,"Look what happened in Baltimore."
f000141,550.000,553.680,"Look what happened… Frankly, it was more violent than what I’m even seeing now."
f000142,553.680,553.960,"Oh my Lord."
f000143,553.960,554.880,"But the reason-"
f000144,554.880,555.840,"This is ridiculous."
f000145,555.840,558.240,"… is that the Democrats that run these cities-"
f000146,558.240,559.000,"Absolutely ridiculous."
f000147,559.000,561.080,"… don’t want to talk, like you, about law and order."
f000148,561.080,562.240,"Violent crime-"
f000149,562.240,563.320,"And you still haven’t mentioned."
f000150,563.320,564.280,"Are you in favor of law and order?"
